"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kiribati","KIR","2020","40.905",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kiribati","KIR","2019","38.478",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kiribati","KIR","2015","37.224",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2022","28.320",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2021","23.029",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2020","17.396",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2019","14.341",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2018","17.446",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2017","14.934",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2016","14.022",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2015","14.753",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2014","16.052",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2013","16.986",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kosovo","XKX","2012","15.319",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2022","36.824",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2021","35.815",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2020","42.524",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2019","40.864",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2018","37.783",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2017","34.190",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2016","35.863",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2015","36.150",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2014","33.441",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2013","27.536",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2012","32.209",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2011","29.133",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Kyrgyz Republic","KGZ","2010","32.443",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lao PDR","LAO","2022","25.681",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lao PDR","LAO","2017","23.411",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2022","44.495",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2021","42.822",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2020","52.203",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2019","41.739",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2018","43.630",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2017","44.998",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2016","46.299",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2015","44.261",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2014","42.054",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2013","42.225",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2012","44.639",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2011","44.345",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2010","39.082",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2009","41.456",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2008","41.245",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2007","42.105",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2006","40.856",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2005","41.997",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2004","42.475",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2003","45.384",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2002","38.089",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2001","39.979",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Latvia","LVA","2000","37.074",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lebanon","LBN","2019","28.870",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lesotho","LSO","2019","31.662",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Liberia","LBR","2017","26.060",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Liberia","LBR","2010","21.381",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2022","37.009",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2021","36.181",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2020","37.335",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2019","38.591",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2018","38.155",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2017","37.920",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2016","38.823",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2015","38.099",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2014","35.362",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2013","36.458",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2012","35.300",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2011","36.469",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2010","41.978",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2009","40.286",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2008","41.447",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2007","40.283",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2006","42.763",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2005","44.963",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2004","46.805",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2003","41.494",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2002","48.448",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2001","50.034",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Lithuania","LTU","2000","42.479",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2022","26.463",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2021","20.204",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2020","29.126",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2019","26.563",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2018","23.675",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2017","13.544",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2016","25.398",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2015","15.462",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2014","17.731",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2013","14.714",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2012","16.878",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2011","17.619",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2010","19.988",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2009","15.021",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2008","15.307",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2007","9.743",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2006","21.164",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2005","9.346",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2004","12.172",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2003","11.169",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2002","14.972",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2001","11.096",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Luxembourg","LUX","2000","24.131",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Madagascar","MDG","2022","28.573",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Madagascar","MDG","2015","31.765",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Madagascar","MDG","2012","24.561",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Malaysia","MYS","2000","23.222",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Maldives","MDV","2019","22.595",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Maldives","MDV","2016","19.517",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Maldives","MDV","2014","20.777",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Maldives","MDV","2009","16.664",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mali","MLI","2022","9.492",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Malta","MLT","2010","22.705",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Malta","MLT","2009","21.393",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Marshall Islands","MHL","2021","32.713",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Marshall Islands","MHL","2019","25.080",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2023","35.369",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2022","27.028",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2021","40.037",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2018","31.032",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2017","30.822",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2016","29.502",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2015","27.767",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2014","27.261",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2013","28.933",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2012","23.091",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2011","21.331",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2010","26.189",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2009","25.602",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2008","22.996",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2007","20.194",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2006","15.330",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2005","24.688",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2004","20.498",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2003","24.320",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2002","18.860",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mauritius","MUS","2001","19.612",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2023","38.922",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2022","39.071",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2021","38.722",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2020","39.739",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2019","36.598",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2018","36.270",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2017","37.275",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2016","36.452",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2015","36.131",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2014","35.954",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mexico","MEX","2013","35.834",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Micronesia, Fed. Sts.","FSM","2014","18.189",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2023","50.359",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2022","39.931",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2021","42.240",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2020","46.618",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2019","42.513",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2018","35.907",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2017","40.007",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2016","36.712",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2015","37.774",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2014","34.165",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2013","37.291",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2012","38.684",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2011","37.919",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2010","37.886",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2009","38.324",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2008","41.600",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2006","35.312",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2003","31.626",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mongolia","MNG","2000","27.937",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2022","21.758",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2021","28.266",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2020","25.251",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2019","28.196",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2018","23.831",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2017","25.420",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2016","24.894",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2015","17.575",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2014","24.626",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2013","22.652",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2012","23.298",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Montenegro","MNE","2011","35.689",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mozambique","MOZ","2022","29.083",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Mozambique","MOZ","2015","22.149",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Myanmar","MMR","2020","40.969",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Myanmar","MMR","2019","34.144",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Myanmar","MMR","2018","32.062",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Myanmar","MMR","2017","31.477",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Myanmar","MMR","2015","28.339",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2018","48.243",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2016","48.617",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2014","46.673",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2013","48.488",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2012","25.603",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Namibia","NAM","2010","37.692",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nauru","NRU","2021","57.634",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nauru","NRU","2013","36.515",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nepal","NPL","2017","13.903",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2022","29.097",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2021","26.329",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2020","23.210",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2019","28.405",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2018","24.112",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2017","25.491",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2016","24.843",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2015","22.936",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2014","24.789",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2013","21.993",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2012","28.749",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2011","28.313",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2010","27.219",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2009","26.077",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2008","25.684",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2007","25.764",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2006","24.232",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2005","22.313",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2004","22.328",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2003","21.379",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2002","21.699",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2001","22.396",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Netherlands","NLD","2000","21.532",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nicaragua","NIC","2014","53.679",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nicaragua","NIC","2012","49.734",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nicaragua","NIC","2001","28.397",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Niger","NER","2017","21.624",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nigeria","NGA","2023","65.803",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nigeria","NGA","2022","57.185",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nigeria","NGA","2019","31.370",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nigeria","NGA","2013","35.379",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Nigeria","NGA","2011","28.914",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2023","32.403",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2022","29.798",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2021","24.990",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2020","24.170",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2019","28.151",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2018","28.116",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2017","22.536",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2016","27.275",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2015","23.002",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2014","25.954",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2013","24.667",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2012","23.280",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2011","26.504",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2010","26.959",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2009","26.760",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2008","28.537",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2007","29.306",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","North Macedonia","MKD","2006","26.437",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Norway","NOR","2022","32.465",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Norway","NOR","2021","30.661",""
