"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2011","69.252","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2009","72.101","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2008","71.635","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2007","72.253","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2006","72.159","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2005","73.399","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2004","72.053","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2003","71.887","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2002","71.821","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","2001","70.964","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1999","70.918","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1998","70.234","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1997","70.234","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1996","68.669","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1995","69.320","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1992","66.944","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1990","74.805","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brazil","BRA","1989","75.483","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2023","57.836","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2022","58.558","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2021","57.991","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2020","57.306","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2019","57.828","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2018","61.318","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2017","60.346","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Brunei Darussalam","BRN","2014","61.425","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2023","50.453","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2022","52.548","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2021","50.801","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2020","52.468","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2019","53.949","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2018","53.000","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2017","54.074","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2016","51.475","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2015","53.403","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2014","54.591","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2013","55.564","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2012","55.531","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2011","54.862","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2010","57.295","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2009","59.033","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2008","60.040","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2007","60.135","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2006","59.908","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2005","57.697","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2004","59.082","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2003","58.787","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2002","59.163","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2001","60.284","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Bulgaria","BGR","2000","58.776","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burkina Faso","BFA","2023","39.620","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burkina Faso","BFA","2022","55.700","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burkina Faso","BFA","2019","61.604","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burkina Faso","BFA","2018","43.818","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burkina Faso","BFA","2014","40.270","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burundi","BDI","2020","44.682","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burundi","BDI","2014","73.198","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Burundi","BDI","2006","60.456","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cabo Verde","CPV","2019","52.090","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cabo Verde","CPV","2018","52.350","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cabo Verde","CPV","2017","52.440","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cabo Verde","CPV","2015","56.646","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cabo Verde","CPV","2009","70.826","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2021","81.280","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2020","78.964","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2019","63.330","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2017","83.197","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2016","80.391","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2015","77.257","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2014","83.714","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2013","72.042","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2012","77.588","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2011","66.446","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2010","74.570","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2009","73.639","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2008","64.428","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2007","72.691","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2003","72.438","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2001","67.649","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","2000","61.569","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","1999","75.392","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","1997","71.605","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cambodia","KHM","1996","81.336","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cameroon","CMR","2021","19.329","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cameroon","CMR","2014","48.372","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cameroon","CMR","2007","60.408","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2023","53.589","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2022","53.746","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2021","52.817","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2020","52.588","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2019","55.267","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2018","55.514","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2017","56.388","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2016","56.817","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2015","57.281","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2014","58.840","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2013","60.388","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2012","60.303","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2011","60.761","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2010","61.787","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2009","61.935","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2008","63.188","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2007","63.610","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2006","63.477","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2005","63.754","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2004","64.740","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2003","64.531","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2002","64.611","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2001","63.078","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","2000","63.665","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1999","63.938","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1998","63.184","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1997","63.081","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1996","63.415","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1995","63.523","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1994","63.931","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1993","63.854","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1992","64.859","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1991","66.217","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Canada","CAN","1990","66.139","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cayman Islands","CYM","2015","84.760","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cayman Islands","CYM","2014","82.400","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cayman Islands","CYM","2012","82.360","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Cayman Islands","CYM","2011","77.260","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chad","TCD","2018","33.810","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2023","56.983","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2022","54.945","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2021","50.883","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2020","49.752","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2019","57.895","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2018","58.432","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2017","58.370","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2016","57.527","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2015","56.883","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2014","57.932","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2013","57.618","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2012","57.067","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2011","57.660","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2010","55.915","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2009","49.780","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2006","51.685","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2003","52.779","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","2000","49.352","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Chile","CHL","1998","49.710","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","China","CHN","2000","64.117","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2023","56.452","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2022","55.860","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2021","56.536","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2019","57.662","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2018","58.547","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2017","59.477","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2016","60.070","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2015","60.895","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2014","59.772","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2013","60.893","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2012","61.493","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2011","61.672","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2010","61.284","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2009","60.172","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2008","56.392","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2007","56.392","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2005","63.583","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2004","62.565","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2003","65.841","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Colombia","COL","2002","64.715","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Comoros","COM","2021","43.016","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Comoros","COM","2014","44.926","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Comoros","COM","2004","37.426","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Congo, Dem. Rep.","COD","2020","51.799","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Congo, Dem. Rep.","COD","2012","47.948","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Congo, Dem. Rep.","COD","2005","59.476","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Congo, Rep.","COG","2009","50.104","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Congo, Rep.","COG","2005","65.872","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2023","51.413","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2022","59.833","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2021","59.497","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2020","55.285","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2019","61.197","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2018","56.006","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2017","51.781","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2016","53.807","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2015","54.947","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2014","59.933","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2013","58.120","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2012","59.628","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2011","56.714","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2010","53.473","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2009","54.755","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2008","52.709","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2007","54.731","Intermediate, female"
"Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","Costa Rica","CRI","2006","52.126","Intermediate, female"
